,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
86,2020-08-02 10:39:48+00:00,2917,260,1289873527017885697,"Q: #AskRo What advice will you give to the people in their 20s with your life experience?
- @iam_adarsh1

A: https://t.co/ce7qbqBGu8",ImRo45
87,2020-08-02 10:39:45+00:00,2417,201,1289873515173122049,"Q: @ImRo45 
#askRo 
Which 💯 is your favourite among 5 World cup centuries and why ?
- @DineshDinu1128

A: https://t.co/1ZuWwc8vyM",ImRo45
88,2020-08-02 10:39:37+00:00,3909,424,1289873480092065793,"Q: If you could bring one retired MI player back, who would it be?

#AskRo @ImRo45
- @mipaltan

A: https://t.co/kQfyK1hLQl",ImRo45
89,2020-08-02 09:43:37+00:00,2972,355,1289859390061740032,"Q: #AskRo @ImRo45 What is your life turning moment?
- @senthimuthu4

A: https://t.co/fr7LwJ4hdS",ImRo45
90,2020-08-02 09:43:28+00:00,2983,325,1289859353575530497,"Q: @ImRo45 One word about your fans? What do you want to tell?
#AskRo
- @rohit29karthik

A: https://t.co/s73nZKlnxh",ImRo45
91,2020-08-02 09:42:39+00:00,1683,133,1289859146951483394,"Q: Did you meet baby sharks when you went to Maldives ? We're you scared ? #AskRo
- @itsmekuhuuuu

A: https://t.co/0m8Gx2FWVz",ImRo45
92,2020-08-02 09:41:44+00:00,1998,206,1289858917195845633,"Q: If you've to pick one Bowler from the past, whom you would like to face. Who'll be that one Bowler? 
@ImRo45 #askro
- @LoyalSachinFan

A: https://t.co/layuKzSIcx",ImRo45
93,2020-08-02 09:39:46+00:00,1813,143,1289858418425999360,"Q: marine drive or juhu chawpati ?? #askRo  
#mumbai
- @Pri45_

A: https://t.co/Ej1EFSv98a",ImRo45
94,2020-08-02 09:36:23+00:00,2039,218,1289857570031583232,"Q: How do you get such humour during PC? #AskRo
- @Prateeeex_

A: https://t.co/A3vrZXSbKv",ImRo45
95,2020-08-02 09:32:49+00:00,2319,181,1289856673029353473,"Q: How many times does Chahal call you in a day? #AskRo
- @fcbsiaaaa

A: https://t.co/HTvG2OmkSc",ImRo45
96,2020-08-02 09:32:43+00:00,1848,155,1289856647947407360,"Q: #askRo if you had to spend your life living one city apart from Mumbai which city would it be and why?
- @Vagisha45

A: https://t.co/l3gbuWpFQY",ImRo45
97,2020-08-02 09:31:09+00:00,1624,150,1289856251858309120,"Q: #askRo How was the experience of watching #elclasico LIVE? 🤩 @ImRo45
- @rohitspullshot_

A: https://t.co/8ai4XSDMag",ImRo45
98,2020-08-02 09:29:12+00:00,1476,141,1289855761628053510,"Q: #askRo what are you binge watching nowadays?
- @RiddhimaVarsh17

A: https://t.co/W102bpA4D6",ImRo45
99,2020-08-02 09:28:40+00:00,1877,247,1289855628089782278,"Q: What's the one quote that always motivates you?
#askRo
- @Harun_264

A: https://t.co/8Ucg0QZokB",ImRo45
100,2020-08-02 09:27:45+00:00,1510,142,1289855395716988929,"Q: What’s the corona induced change in cricket you are looking to experience most #AskRo
- @cheerica

A: https://t.co/ps57IRYiFX",ImRo45
